Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72,series-73,series-74,series-75,series-76,series-77,series-78,series-79,series-80,series-81,series-82,series-83,series-84,series-85,series-86,series-87,series-88,series-89,series-90
2015-08-16,1723547,1012195,1122934,982469,1231751,1885339,1039811,1143116,1087168,1165071,427141,495239,417752,585186,453073,389734,3694200,404636,412166,505941,297169,269288,352749,266315,1757117,424604,304288,261017,313176,321836,364491,3314520,390712,350678,845282,411499,418134,551664,390430,393633,219261,33573,42637,44356,328238,83015,29081,119686,24766,28764,349237,505691,406796,337274,367268,342518,421890,394949,361288,1659259,704260,656812,724223,633467,565536,862911,1026241,702498,736485,742455,222953,242091,251683,233248,266234,182267,163738,197172,197351,180248,11599,6949,16575,6510,10565,6725,7690,5055,4086,8095
2015-08-17,1856934,1008000,1111759,954818,1310642,1674610,1007058,1027185,1074993,1097152,540417,692119,531977,816069,537043,513091,3961761,501120,596188,673256,329150,294671,294793,262505,1825122,453884,277293,261196,319521,251458,348065,3457155,353319,301301,924114,442723,369556,402952,365824,336887,84394,41412,46921,47391,379094,89278,32690,63218,28191,29232,360379,457660,410268,364238,436982,362301,416366,414333,411240,1784601,639696,633730,657444,549679,573372,758527,1001050,634738,584361,684558,218213,229023,245740,247036,261716,160905,158832,174130,192651,200821,15521,8921,20385,8883,14503,8958,10188,6171,6051,11706
2015-08-18,1646228,975882,1063035,892005,1195328,1472701,1043191,1015384,1048180,1135808,601177,731898,617868,928061,599922,574076,4186967,538203,664840,692774,284299,294961,270879,254035,1786440,410886,273416,269305,280947,238261,354908,3407188,356880,275306,900851,383840,334901,414971,420072,335012,99757,36875,52705,41399,403779,89460,32159,53441,28609,27269,342297,415295,407399,353339,374387,353489,383834,405441,372083,2120710,662985,576444,610003,479139,530926,756247,927676,629715,579260,600114,205806,208551,231409,235144,257916,179213,164909,174104,189997,268827,18929,9683,16434,9489,16009,10378,11094,6890,6106,10575
2015-08-19,1799666,940489,1011530,948694,1114343,1372098,983117,1040223,995553,1151297,605871,772724,632467,976050,608089,563139,4152372,547928,653800,685816,283925,275040,277702,249525,1654841,379348,268826,254341,256659,241360,329795,3358183,312887,264701,848505,354513,308477,385882,334722,328532,127394,36943,44031,41622,309550,89395,32210,113044,27921,29180,306559,367740,368717,323746,331432,326069,372440,375567,350344,1760323,635263,530855,614247,463454,490963,686940,941013,547975,529700,582029,201185,220558,209638,223526,267853,145152,147256,161509,178281,197415,17650,9647,15632,8919,15382,10185,11322,6852,5942,10333
2015-08-20,1581835,938321,1012344,846635,1038456,1475363,957328,1109208,987229,1088839,595005,677113,581392,894440,553132,525827,4149856,501338,601648,639732,290337,259170,315349,253690,1451193,347498,252853,239525,251991,230129,300426,3325642,323352,256827,823057,334842,308964,525345,308149,322188,110127,36603,44249,43253,314492,92208,33529,77853,29335,32022,285309,317874,325749,290664,279379,294744,328293,327339,298873,1504175,489204,519212,572788,416136,447294,595429,743005,526707,433896,440328,174973,225688,184884,186466,217397,126657,118708,134881,148623,149181,16302,9370,15796,8997,16024,9753,11319,6663,5727,11724
2015-08-21,1432080,921559,1077728,809144,1029095,1438264,1006595,1073906,953412,1048585,511799,617834,509804,754384,496871,525042,4011603,447757,507397,715228,271623,343569,277678,263898,1627656,355569,293119,232311,270407,230835,289400,3215547,310629,256691,768086,322812,293185,346975,332881,283053,78765,33995,41596,40080,268422,82309,30247,45690,25376,28065,316558,332129,369213,314112,315485,336657,391123,353485,354924,1592348,573934,533479,540103,425371,462106,647334,827113,549339,492370,545541,191127,185339,218022,212560,237835,154053,141666,165248,169631,216517,22585,8288,14704,12644,14231,21440,14143,13917,4866,11291
2015-08-22,1387671,917668,1074349,818303,998995,1397392,1001512,1079009,970681,1071190,426771,520714,407492,589900,433396,400897,3751779,382586,402168,498568,284975,291328,248217,252942,1683241,358447,295207,230396,252384,232835,263914,2887592,258905,249468,594786,291023,270943,289672,283359,253987,71601,28274,38404,31491,119434,72604,27363,61268,22317,24285,329049,354302,405370,316508,315111,375923,396733,366829,328489,1600581,821383,594763,654991,1260425,590263,946722,962263,711210,586237,626849,204543,207846,241013,239146,340238,176115,159952,194930,205430,178150,12530,7690,12551,6381,13702,7446,8396,5421,3702,8780
2015-08-23,1473201,978647,1298625,938952,1179841,1576980,1131180,1220955,1085396,1388665,541713,628768,528481,712272,512316,495394,3949792,484070,509310,539383,305484,338704,300731,353163,1825650,430765,393746,257719,320832,270725,403884,3194054,343421,304649,804289,365734,354287,415491,373053,321486,76750,30817,42996,36045,122301,76972,29056,45534,24188,26141,365259,425505,465618,351344,366936,385965,462000,407210,360478,1695106,894930,1377914,678706,1047850,628477,944289,1136549,995250,640102,768133,220972,243141,279375,257615,283640,192225,171521,317360,217469,180073,18720,6706,12556,6437,15902,6155,8274,4689,3731,8716
2015-08-24,1400683,987403,1272293,900569,1135439,1432641,1280359,1245654,1075074,1508683,658949,804592,662615,1006029,657379,667073,4235208,587303,699279,754957,323654,370930,279518,324894,1872559,440646,330716,278869,345877,275527,348294,3424333,326516,298438,940800,399608,385972,424583,396539,325724,93226,34982,47915,40133,170284,92163,32935,61112,28995,28717,374052,396663,448573,374820,394282,388619,438693,417492,380760,2357969,755969,586154,569690,831209,539679,864965,994501,753475,562559,611180,205950,225769,252903,243186,314244,152387,162484,180379,197592,203162,15359,8960,14880,8841,14891,8522,10320,6001,4697,11231
2015-08-25,1235476,955302,1331615,840916,1022549,1348884,1148280,1245176,1046760,1245774,921171,940310,782870,1161597,860513,791858,4357943,665501,840715,787028,296182,326833,383118,293190,1851982,414193,289753,280334,311128,268656,326937,3410582,330452,280047,873242,376763,348297,900044,344639,359957,69794,35398,45872,45775,188699,93762,34137,50623,27229,29160,372638,384139,435767,368357,378861,374165,441940,410086,394440,2932058,821730,582518,580493,671332,626567,755779,991594,751809,558255,1114641,196961,209370,245633,247223,271097,177846,155782,166512,190594,177138,16944,9272,14523,9271,17487,9917,11933,6585,5040,10817
2015-08-26,1217996,949619,1265481,816761,969974,1311018,955813,1116377,1094325,1124798,805165,992213,803968,1211753,833962,802019,4351486,723243,879660,852405,351635,342516,307743,304902,1818026,448273,307770,245219,342848,262734,300222,3395475,295427,291218,824373,355374,298574,385787,348664,414195,61068,35630,44042,42369,164642,89165,32102,50357,26239,32471,343245,381037,396670,351825,344226,372473,423382,385103,390136,1914891,813596,530563,517325,541958,551971,695229,918636,597785,535233,781551,241378,218481,232839,241420,283116,189912,161848,170117,217074,190780,19365,9627,15798,9438,15879,9831,10856,6433,5371,10176
2015-08-27,1160621,1021277,1134575,842678,1051658,1300736,911034,1091699,1173159,1077255,802847,962673,777308,1156115,805296,770769,4351220,682491,841565,859048,307847,394760,276782,322743,1856425,420634,290062,257295,297899,244042,326183,3436750,309277,273267,842423,337449,314359,407718,356158,493443,88135,35054,46320,42215,166414,90628,32836,55411,29666,31165,354236,360801,386513,341517,343643,351938,399730,376287,409807,2150746,733058,570432,633820,558023,536043,681366,1075512,605916,502535,738476,234237,203529,227431,240731,282930,226526,155242,171165,208650,215492,16666,9144,13327,8848,15118,8912,10987,5620,5486,10034
2015-08-28,1154975,987647,1095550,848462,1038807,1350477,893159,1023617,1023041,1091710,627930,763893,613363,1204216,630628,600451,4022510,548532,637056,716527,285207,339709,260908,265104,1829241,397363,275707,244118,292505,256715,287359,3375705,303086,341977,787235,322446,313238,407796,366000,412482,72257,33373,42256,43405,156686,86469,31015,46218,27317,34954,381902,371806,378622,352669,354183,354756,382107,380595,402377,1974776,664602,595053,583411,538428,508085,721877,1206309,647741,560968,721555,204303,204040,218921,242266,266013,178427,157974,184398,212646,221479,18616,9089,12807,9168,14258,9360,10442,6572,5414,10751
2015-08-29,1254422,978934,1218791,882817,1085187,1492760,932835,1030552,1027614,1244698,472628,620695,472901,650720,466605,459032,3721383,439113,458485,571355,402872,305804,248811,256180,1757680,346402,302769,244054,269366,228086,287575,3016530,284828,264990,611783,286637,283394,363244,288474,325753,75056,30730,38348,37795,127804,73975,27966,51108,23127,27719,327776,388114,372532,335105,354195,346281,362723,386899,352489,1898546,651256,736304,646953,550375,515733,744854,1078339,660646,590222,690792,194194,209623,235383,245457,277581,199023,169287,204699,226895,191051,13853,6316,10653,6930,11712,7120,7907,5121,3990,7601
2015-08-30,1400988,1021562,1191750,948878,1174893,1691576,1061369,1114681,1134160,1468196,621847,744542,607008,810768,589436,585680,3941584,565450,623209,651218,537979,320047,343179,300301,1795887,402276,308555,264807,302963,240345,405204,3248031,337396,331469,769386,347284,359768,540634,415969,319533,86012,31524,38119,37330,165472,78292,28735,56244,23165,28855,353129,399845,432222,367553,376547,357592,429220,402211,371346,2039070,689777,703729,713601,620139,538530,790799,1076533,664821,615470,846320,208032,242793,261772,277656,324137,183348,177861,205232,212315,173466,17046,6173,12652,6372,10553,6838,8162,4835,4050,7981
2015-08-31,1481911,1063172,1430815,1011219,1221181,1479880,1029457,1088998,1154337,1538082,781932,927399,774229,1133916,747519,755064,4342059,686839,855888,799388,525547,366997,269198,281790,1855469,405274,323769,236605,282050,239099,333510,3450523,314126,278093,863752,347083,350583,438960,394539,317085,67296,36114,43954,40521,177261,91648,34911,46441,28454,35174,326441,383871,376519,343260,347104,342123,411516,382051,366248,1823888,692025,577076,608296,651031,578586,704501,1011561,601702,514903,716917,205191,211932,229933,224697,300752,174668,158736,173674,185789,193815,15563,8302,11557,8685,13552,9363,9590,5935,4740,11831
2015-09-01,1271709,937832,1267324,897932,1057805,1302590,949337,1090422,1175465,1323304,839560,1022750,817727,1269550,798148,813849,4346134,736597,880584,862001,523281,336050,257132,263406,1832301,453577,283950,240094,254113,223919,341354,3488230,358175,282839,880739,390679,368185,437165,377710,321020,66880,37761,45202,40611,200895,93113,33600,46207,28774,30729,309109,509896,345252,321442,321285,358737,356432,327815,343458,1727480,660244,493968,1008871,477125,563578,655249,971077,550230,504917,599930,170296,182213,224774,235777,283542,164724,150897,158578,170324,174320,18346,9602,12147,9051,14625,9608,10430,6153,5360,10438
2015-09-02,1256266,914728,1071963,922823,1090537,1281817,990762,1166098,1313492,1299052,823312,990409,824879,1264292,803894,865839,4327495,747107,880360,867206,560058,305032,271771,279624,1831293,621960,267582,243054,282672,241429,357845,3463698,483132,327416,871537,350639,346111,426305,335495,321403,111364,38178,49041,40467,294414,93749,33972,61609,27404,28598,363455,620886,410183,365806,364463,392214,426880,366465,368521,1829110,641941,543989,792876,463142,462909,597821,926262,557037,478583,564519,173100,183275,219697,234763,255856,156603,173248,170708,173781,162267,16638,9534,12554,9237,13980,9376,10327,6223,5229,11407
2015-09-03,1206326,921706,1082876,911277,1109119,1305042,1005983,1099939,1127806,1260531,809040,940064,815934,1241991,765627,793124,4282738,709056,836171,815433,529993,287399,284306,307655,1827367,498805,290521,244161,283734,280276,335482,3937910,341621,295173,855279,359535,344970,434197,327063,310427,70680,42891,52056,41484,293821,91815,33813,49901,27187,28283,387264,560155,404671,429269,394839,416594,471028,380840,384315,1872310,600384,853360,676417,456808,472436,591468,931436,629611,464696,658735,199371,191220,226224,235876,258551,150675,158039,167448,190074,172886,15844,9462,12195,8801,15345,9525,10417,6286,5291,11017
2015-09-04,1173948,947117,1098528,878104,1191924,1292855,1038855,1035267,1018969,1335334,650369,755643,667766,1018706,655453,621727,3992088,577290,641793,640229,510768,296427,286460,296709,1795822,418912,281487,276952,275526,251833,336968,3425549,315973,284483,796527,396710,329351,397177,338360,312860,63844,39522,43680,41371,276724,87964,34435,46555,25220,29053,444623,493387,405320,431513,388058,390445,454558,406674,376922,1911304,557171,489421,653374,462389,450500,825700,970927,786070,499853,570923,177486,179420,203765,224872,247658,135489,150194,172346,197298,163720,14958,8783,12821,8221,16558,8463,10712,5811,4819,10116
2015-09-05,1238532,942021,1226751,917528,1189542,1386160,1098413,1111103,1078660,1463861,530754,567075,517507,743217,468526,465862,4070355,476712,464760,547607,572268,332773,334484,326993,1836904,411871,343177,414617,299048,264071,307035,3181578,338421,278379,788557,360008,319060,477474,350037,310740,158420,36196,41135,36436,243149,77978,28941,48728,24649,24995,408713,515327,429277,377893,397092,384447,477159,391341,422663,1719698,603944,528182,654113,551118,505529,813711,991701,889084,558223,725485,185544,201757,228069,235683,279469,154118,159995,196493,219711,161668,10972,6614,9391,6375,10902,7282,8415,4986,3944,8528
2015-09-06,1329959,1003232,1229517,964612,1273746,1427910,1126038,1126440,1217903,1424696,639271,710450,628012,899082,580944,584627,3944862,598956,582084,634091,568582,323543,356752,414324,1912388,474156,320982,317478,338537,306006,350096,3318530,423560,342647,860678,544164,357880,472440,448582,387035,102647,36981,44625,37826,255263,79660,30230,48315,25136,24189,454159,553911,453535,467442,444936,424264,544178,461746,476267,1853393,664745,632905,685639,607946,566195,758682,1038495,755400,727044,764666,190525,228701,247649,244198,287997,179132,165988,198976,221635,165888,12233,6803,9626,6722,11755,7436,8010,4815,3961,9310
2015-09-07,1418882,1005778,1492468,1013378,1480091,1780737,1181048,1168645,1242783,1610824,820560,903605,848150,1353385,754044,757242,4296052,707445,792195,790993,533044,318098,316888,346056,1893651,448910,308276,294771,356664,279287,362948,3521751,413531,313463,960269,478527,353061,418398,434511,355091,114576,39022,46522,44034,288833,88590,32144,49350,26928,28011,428612,476622,423650,405566,423799,390573,475247,443799,414291,1893490,577422,560848,623921,501708,609461,661928,971102,690242,549077,632397,171317,198454,213128,214569,265269,138317,145343,168587,194609,182703,17457,8795,12070,8409,14475,9590,10551,5970,5128,14091
2015-09-08,1302334,973404,1198742,939963,1232981,1490732,1077314,1204143,1192120,1481065,858304,971007,923852,1307592,792471,805622,4353024,757425,844748,845952,473020,309028,297205,340444,1831828,465295,342162,274687,355337,258293,326967,3473342,367273,291226,904379,398606,355402,435562,375854,331152,80602,38210,47503,41981,306719,92795,32513,44328,26888,29916,485587,600385,428701,404425,445480,375262,481592,517792,447362,1917798,589489,510956,572026,472304,633631,634527,936973,600041,494603,635540,170545,178828,204129,193942,254015,131618,143662,166955,179546,185248,22246,13122,15259,10275,18505,13966,12372,7671,7387,15445
2015-09-09,1232674,985378,1154214,995315,1094992,1341398,1072499,1219772,1614753,1282957,891172,928302,824445,1295623,778936,789299,4329109,794602,835185,821454,526510,290726,346055,374968,1852413,500070,289635,286849,391987,269246,331929,3430785,357543,297017,901056,360557,361063,389828,344011,324206,86692,37942,43870,42366,283939,90703,31535,47099,28050,30315,485204,485809,490938,562461,421588,366529,488238,477983,435152,1887362,620147,554160,593232,490146,556731,596153,1002098,627014,489516,591406,165927,165880,205714,194911,249060,124063,147982,153114,178885,160611,16462,8274,15205,8902,14559,9726,11039,5860,4530,12908
